branch,0,0,15,0,0,90,36,1,1,0.25,2,6,0,
trunk,0,36,0,0,0,-90,10,4,1,2,1,1,1,1,0.25,2,1,0,
trunk,0,36,4,0,0,-90,10,4,1,2,1,1,1,1,0.25,2,1,0,
trunk,0,36,12,0,0,-90,10,4,1,2,1,1,1,1,0.25,2,1,1,
trunk,0,36,8,0,0,-90,10,4,1,2,1,1,1,1,0.25,2,1,1,
branch,0,0,0,0,0,90,36,1,1,0.25,2,6,0,
trunk,4,16,0,0,0,0,12,4,1,2,1,1,1,1,0.25,2,1,1,
trunk,4,16,4,0,0,0,12,4,1,2,1,1,1,1,0.25,2,1,1,
trunk,4,16,12,0,0,0,12,4,1,2,1,1,1,1,0.25,2,1,0,
trunk,4,16,8,0,0,0,12,4,1,2,1,1,1,1,0.25,2,1,0,
branch,0,16,14,0,0,0,18,1,1,0.25,2,6,0,
branch,18,16,15,0,0,-90,16,1,1,0.25,2,6,0,
branch,18,16,0,0,0,-90,16,1,1,0.25,2,6,0,
branch,0,10,14,0,0,0,18,1,1,0.25,2,6,0,
stem,18,16,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,16,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,16,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,16,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,10,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,4,16,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,4,16,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,4,16,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,4,16,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,16,16,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,16,16,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,16,16,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,16,16,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,16,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,16,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,16,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
branch,0,16,1,0,0,0,18,1,1,0.25,2,6,0,
branch,0,10,1,0,0,0,18,1,1,0.25,2,6,0,
stem,0,26,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,10,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,10,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,10,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,10,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,10,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,10,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,18,10,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,16,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,26,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,36,12,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,36,8,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,36,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,36,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,26,0,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
stem,0,26,4,0,0,0,0,4,0.25,1,0.125,0.5,1,0,
